"Book Number","Title","Author","Description","Publisher","ISBN","PRICE USED","PRICE NEW","BOX NUMBER","No. of Pages","KEEP","SELL","Notes",
933,"In touch 2 Oscar Castro/Victoria Kimbrough","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
934,"Every Dialogues in English Robert J Dixson","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
935,"In Touch 1 Oscar Castro/Victoria Kimbrough","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
936,"Methode Orange III – K7 2","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
937,"Every Dialogues In English Cassette 3","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
938,"Every Dialogues in English Cassette 2","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
939,"Methode Orange III – k7 1","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
940,"Methode Orange III- k7 4","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
941,"Every dialogues in English Cassette 4","none ","none","none","None",,,15,"n.a.",,,"Audio Tape ",
942,"The Case of Harry Rigby-Sherlock Holmes","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
943,"The Case of The Perfect Crime - Sherlock Holmes","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
944,"The Case of Magruder's Millions- Sherlock Holmes","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
945,"Blind man's Bluff- Sherlock Holmes","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
946,"The case of The body in the case - Sherlock Holmes","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
947,"The Case of The Travelling Killer","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
948,"The Case of The Sitting Target","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
949,"Longman Inc. Communicate, Set 1 Vol 1 8 tapes","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
950,"Your Life in your hands, II Joseph J Delison Longman 2 tapes","none ","none","none","None",,,15,"n.a.",,,"Video Tape",
951,"Sherlock Holmes and Dr. Watson in The Case of the Body in the Case","Terry Tomscha","English by Video","Longman ","0-582-54107-7",,,15,16,,,,
952,"Sherlock Holmes and Dr. Watson in The Case of the Body in the Case-Videoscript","none ","English by Video","none","0-582-54105-0",,,15,14,,,,
953,"Sherlock Holmes and Dr. Watson in the Case of the Magruder's Millions","none ","Videoscript","Longman ","0-582-54089-5",,,15,14,,,,
954,"Sherlock Holmes and Dr. Watson in the Case of the Magruder's Millions-Student's workbook","David Cobb & Jan Dalley","English by Video","Longman","0-582-54091-7",,,15,8,,,,
955,"Sherlock Holmes and Dr. Watson in the case of the Sitting Target -videoscript ","none ","English by Video","Longman","0-582-53075-X",,,15,12,,,,
956,"Sherlock Holmes and Dr. Watson in the case of the Sitting Target -Student's workbook","David Cobb & Jan Dalley","none","Longman","0-582-53054-7",,,15,8,,,,
957,"Sherlock Holmes and Dr. Watson in the Case of Harry Rigby-Student's Workbook","David Cobb & Jan Dalley","English by Video","Longman","0-582-54099-2",,,15,8,,,,
958,"Sherlock Holmes and Dr. Watson in the Case of Harry Rigby-Student's Workbook","David Cobb & Jan Dalley","English by Video","Longman","0-582-54099-2",,,15,8,,,,
959,"Sherlock Holmes and Dr. Watson in the Case of Harry Rigby-Student's Workbook","David Cobb & Jan Dalley","English by Video","Longman","0-582-54097-6",,,15,13,,,,
960,"Sherlock Holmes and Dr. Watson in Blind Man's Bluff","Sherry White","English by Video","Longman","0-582-54111-5",,,15,16,,,,
961,"Sherlock Holmes and Dr. Watson in The Case of The Travelling Killer","D'arcy Adrian-vallance","English by Video","Longman","0-582-54103-4",,,15,16,,,,
962,"Sherlock Holmes and Dr. Watson in The Case of The Travelling Killer-videoscript","D'arcy Adrian-vallance","English by Video","Longman","0-582-54101-8",,,15,14,,,,
963,"Sherlock Holmes and Dr. Watson in Blind Man's Bluff","none ","English by Video","Longman","0-582-54109-3",,,15,16,,,,
964,"Sherlock Holmes and Dr. Watson in The Case of the perfect Crime- Student's Workbook","Terry Tomscha","English by Video","Longman","0-582-54095-X",,,15,15,,,,
965,"Sherlock Holmes and Dr. Watson in The Case of the Perfect Crime- Videoscript","none","English by Video","Longman","0-582-54093-3",,,15,15,,,,
966,"Communicate a Video course in English","Terence L Carroll, Joseph Helms, Miram Espeseth, Nancy Butler","Viewer's Guide 2 Intermediate","Pace International Research, Inc.","0-582-90704-7",,,15,68,,,,
967,"Communicate a Video course in English","Terence L Carroll, Joseph Helms, Miram Espeseth, Nancy Butler","Viewer's Guide 1 Beginning","Pace International Research, Inc.","0-582-90703-9",,,15,86,,,,
968,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough, Kathleen Zane","Workbook 1","Longman","0-582-79744-6",,,15,60,,,,
969,"New Wave Teacher's Resource Book 1","Robert Maple","Teacher's book","Longman ","0-582-01292-9",,,15,161,,,,
970,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Student's Book","Longman","0-582-79750-0",,,15,122,,,,
971,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Student's Book","Longman","0-582-79750-0",,,15,122,,,,
972,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Student's Book","Longman","0-582-79742-X",,,15,106,,,,
973,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Workbook 2","Longman","0-582-79748-9",,,15,60,,,,
974,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Student's Book 1","Longman","0-582-79742-X",,,15,106,,,,
975,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Student's Book 2","Longman","0-582-79746-2",,,15,122,,,,
976,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Student's Book 2","Longman","0-582-79746-2",,,15,122,,,,
977,"In Touch A beginning American English Series","Oscar Castro, Victoria Kimbrough ","Workbook 3","Longman","0-582-79752-7",,,15,68,,,,
978,"Muzzy I","none ","A video English course for Children BBC English","Apel   ","None",,,16,"n.a.",,,"Video Tape para vender",
979,"Muzzy and the great Gondoland games","none","Audio Tape ","BBC English","None",,,16,"n.a."," ",,"Audio Tape ",
980,"Muzzy and the Energy Crisis","none","Audio Tape ","BBC English","1-85497-260-X",,,16,"n.a.",,,"Audio Tape ",
981,"Muzzy and the Backwards Clock","none","Audio Tape ","BBC English","1-85497-261-8",,,16,"n.a.",,,"Audio Tape ",
